states_msa_code,states_msa,states_msa_full,geoid_msa,name_msa,cases,deaths,interval_start
6,CA,CA,41740,San Diego-Carlsbad,0,0.0,2020-03-05
6,CA,CA,40900,Sacramento--Roseville--Arden-Arcade,0,0.0,2020-03-05
6,CA,CA,31080,Los Angeles-Long Beach-Anaheim,4,0.0,2020-03-05
6,CA,CA,21700,Eureka-Arcata-Fortuna,0,0.0,2020-03-05
6,CA,CA,34900,Napa,0,0.0,2020-03-05
6,CA,CA,42220,Santa Rosa,0,0.0,2020-03-05
8,CO,CO,19740,Denver-Aurora-Lakewood,2,0.0,2020-03-05
10,DE,DE-NJ-PA-MD,37980,Philadelphia-Camden-Wilmington,3,0.0,2020-03-05
11,DC,DC-VA-MD-WV,47900,Washington-Arlington-Alexandria,3,0.0,2020-03-05
12,FL,FL,45300,Tampa-St. Petersburg-Clearwater,0,0.0,2020-03-05
12,FL,FL,37860,Pensacola-Ferry Pass-Brent,1,0.0,2020-03-05
12,FL,FL,35840,North Port-Sarasota-Bradenton,0,0.0,2020-03-05
13,GA,GA,12060,Atlanta-Sandy Springs-Roswell,0,0.0,2020-03-05
17,IL,IL-IN-WI,16980,Chicago-Naperville-Elgin,1,0.0,2020-03-05
18,IN,IN,31500,Madison,0,0.0,2020-03-05
19,IA,IA-NE,36540,Omaha-Council Bluffs,0,0.0,2020-03-05
25,MA,MA-NH,14460,Boston-Cambridge-Newton,1,0.0,2020-03-05
32,NV,NV,29820,Las Vegas-Henderson-Paradise,1,0.0,2020-03-05
32,NV,NV,39900,Reno,1,0.0,2020-03-05
33,NH,NH-VT,17200,Claremont-Lebanon,0,0.0,2020-03-05
34,NJ,NJ-NY-PA,35620,New York-Newark-Jersey City,10,0.0,2020-03-05
37,NC,NC,39580,Raleigh,0,0.0,2020-03-05
41,OR,OR-WA,38900,Portland-Vancouver-Hillsboro,0,0.0,2020-03-05
47,TN,TN,34980,Nashville-Davidson--Murfreesboro--Franklin,1,0.0,2020-03-05
48,TX,TX,26420,Houston-The Woodlands-Sugar Land,4,0.0,2020-03-05
48,TX,TX,41700,San Antonio-New Braunfels,0,0.0,2020-03-05
49,UT,UT,41620,Salt Lake City,0,0.0,2020-03-05
53,WA,WA,44060,Spokane-Spokane Valley,0,0.0,2020-03-05
53,WA,WA,47460,Walla Walla,0,0.0,2020-03-05
53,WA,WA,42660,Seattle-Tacoma-Bellevue,28,0.0,2020-03-05
4,AZ,AZ,38060,Phoenix-Mesa-Scottsdale,1,0.0,2020-03-06
6,CA,CA,41940,San Jose-Sunnyvale-Santa Clara,4,0.0,2020-03-06
6,CA,CA,41740,San Diego-Carlsbad,0,0.0,2020-03-06
6,CA,CA,41860,San Francisco-Oakland-Hayward,4,0.0,2020-03-06
6,CA,CA,42220,Santa Rosa,0,0.0,2020-03-06
6,CA,CA,40900,Sacramento--Roseville--Arden-Arcade,4,0.0,2020-03-06
6,CA,CA,21700,Eureka-Arcata-Fortuna,0,0.0,2020-03-06
6,CA,CA,46700,Vallejo-Fairfield,0,0.0,2020-03-06
6,CA,CA,34900,Napa,0,0.0,2020-03-06
6,CA,CA,31080,Los Angeles-Long Beach-Anaheim,2,0.0,2020-03-06
8,CO,CO,19740,Denver-Aurora-Lakewood,4,0.0,2020-03-06
8,CO,CO,20780,Edwards,1,0.0,2020-03-06
8,CO,CO,17820,Colorado Springs,1,0.0,2020-03-06
10,DE,DE-NJ-PA-MD,37980,Philadelphia-Camden-Wilmington,2,0.0,2020-03-06
11,DC,DC-VA-MD-WV,47900,Washington-Arlington-Alexandria,0,0.0,2020-03-06
12,FL,FL,33100,Miami-Fort Lauderdale-West Palm Beach,2,0.0,2020-03-06
12,FL,FL,45300,Tampa-St. Petersburg-Clearwater,0,0.0,2020-03-06
12,FL,FL,37860,Pensacola-Ferry Pass-Brent,0,1.0,2020-03-06
12,FL,FL,35840,North Port-Sarasota-Bradenton,0,0.0,2020-03-06
12,FL,FL,15980,Cape Coral-Fort Myers,1,1.0,2020-03-06
13,GA,GA,12060,Atlanta-Sandy Springs-Roswell,0,0.0,2020-03-06
13,GA,GA,16340,Cedartown,1,0.0,2020-03-06
15,HI,HI,46520,Urban Honolulu,1,0.0,2020-03-06
17,IL,IL-IN-WI,16980,Chicago-Naperville-Elgin,1,0.0,2020-03-06
18,IN,IN,26900,Indianapolis-Carmel-Anderson,1,0.0,2020-03-06
18,IN,IN,31500,Madison,0,0.0,2020-03-06
19,IA,IA-NE,36540,Omaha-Council Bluffs,1,0.0,2020-03-06
21,KY,KY,30460,Lexington-Fayette,1,0.0,2020-03-06
25,MA,MA-NH,14460,Boston-Cambridge-Newton,5,0.0,2020-03-06
27,MN,MN-WI,33460,Minneapolis-St. Paul-Bloomington,1,0.0,2020-03-06
29,MO,MO,17860,Columbia,1,0.0,2020-03-06
32,NV,NV,29820,Las Vegas-Henderson-Paradise,0,0.0,2020-03-06
32,NV,NV,39900,Reno,0,0.0,2020-03-06
33,NH,NH-VT,17200,Claremont-Lebanon,0,0.0,2020-03-06
34,NJ,NJ-NY-PA,35620,New York-Newark-Jersey City,22,0.0,2020-03-06
37,NC,NC,20500,Durham-Chapel Hill,1,0.0,2020-03-06
37,NC,NC,39580,Raleigh,0,0.0,2020-03-06
40,OK,OK,46140,Tulsa,1,0.0,2020-03-06
41,OR,OR-WA,38900,Portland-Vancouver-Hillsboro,1,0.0,2020-03-06
45,SC,SC,16700,Charleston-North Charleston,1,0.0,2020-03-06
47,TN,TN,34980,Nashville-Davidson--Murfreesboro--Franklin,0,0.0,2020-03-06
48,TX,TX,26420,Houston-The Woodlands-Sugar Land,3,0.0,2020-03-06
48,TX,TX,41700,San Antonio-New Braunfels,0,0.0,2020-03-06
49,UT,UT,41620,Salt Lake City,0,0.0,2020-03-06
49,UT,UT,36260,Ogden-Clearfield,1,0.0,2020-03-06
49,UT,UT,41100,St. George,1,0.0,2020-03-06
53,WA,WA,42660,Seattle-Tacoma-Bellevue,9,1.0,2020-03-06
53,WA,WA,44060,Spokane-Spokane Valley,0,0.0,2020-03-06
53,WA,WA,47460,Walla Walla,0,0.0,2020-03-06
4,AZ,AZ,38060,Phoenix-Mesa-Scottsdale,2,0.0,2020-03-07
6,CA,CA,41860,San Francisco-Oakland-Hayward,6,0.0,2020-03-07
6,CA,CA,46700,Vallejo-Fairfield,0,0.0,2020-03-07
6,CA,CA,31080,Los Angeles-Long Beach-Anaheim,1,0.0,2020-03-07
6,CA,CA,31460,Madera,1,0.0,2020-03-07
6,CA,CA,21700,Eureka-Arcata-Fortuna,0,0.0,2020-03-07
6,CA,CA,34900,Napa,0,0.0,2020-03-07
6,CA,CA,40140,Riverside-San Bernardino-Ontario,1,0.0,2020-03-07
6,CA,CA,40900,Sacramento--Roseville--Arden-Arcade,0,0.0,2020-03-07
6,CA,CA,41940,San Jose-Sunnyvale-Santa Clara,8,0.0,2020-03-07
6,CA,CA,41740,San Diego-Carlsbad,0,0.0,2020-03-07
6,CA,CA,42100,Santa Cruz-Watsonville,1,0.0,2020-03-07
6,CA,CA,42220,Santa Rosa,0,0.0,2020-03-07
6,CA,CA,23420,Fresno,1,0.0,2020-03-07
8,CO,CO,19740,Denver-Aurora-Lakewood,0,0.0,2020-03-07
8,CO,CO,20780,Edwards,0,0.0,2020-03-07
8,CO,CO,17820,Colorado Springs,0,0.0,2020-03-07
10,DE,DE-NJ-PA-MD,37980,Philadelphia-Camden-Wilmington,2,0.0,2020-03-07
11,DC,DC-VA-MD-WV,47900,Washington-Arlington-Alexandria,3,0.0,2020-03-07
12,FL,FL,37860,Pensacola-Ferry Pass-Brent,0,0.0,2020-03-07
12,FL,FL,19660,Deltona-Daytona Beach-Ormond Beach,1,0.0,2020-03-07
12,FL,FL,18880,Crestview-Fort Walton Beach-Destin,1,0.0,2020-03-07
12,FL,FL,45300,Tampa-St. Petersburg-Clearwater,0,0.0,2020-03-07
12,FL,FL,35840,North Port-Sarasota-Bradenton,1,0.0,2020-03-07
12,FL,FL,33100,Miami-Fort Lauderdale-West Palm Beach,0,0.0,2020-03-07
12,FL,FL,39460,Punta Gorda,1,0.0,2020-03-07
12,FL,FL,15980,Cape Coral-Fort Myers,1,0.0,2020-03-07
13,GA,GA,12060,Atlanta-Sandy Springs-Roswell,4,0.0,2020-03-07
13,GA,GA,16340,Cedartown,0,0.0,2020-03-07
15,HI,HI,46520,Urban Honolulu,0,0.0,2020-03-07
17,IL,IL-MO,41180,St. Louis,2,0.0,2020-03-07
17,IL,IL-IN-WI,16980,Chicago-Naperville-Elgin,0,0.0,2020-03-07
18,IN,IN,26900,Indianapolis-Carmel-Anderson,0,0.0,2020-03-07
18,IN,IN,31500,Madison,0,0.0,2020-03-07
19,IA,IA-NE,36540,Omaha-Council Bluffs,0,0.0,2020-03-07
20,KS,KS-MO,28140,Kansas City,1,0.0,2020-03-07
21,KY,KY,30460,Lexington-Fayette,0,0.0,2020-03-07
25,MA,MA-NH,14460,Boston-Cambridge-Newton,5,0.0,2020-03-07
25,MA,MA,38340,Pittsfield,1,0.0,2020-03-07
27,MN,MN-WI,33460,Minneapolis-St. Paul-Bloomington,0,0.0,2020-03-07
29,MO,MO,17860,Columbia,0,0.0,2020-03-07
32,NV,NV,39900,Reno,0,0.0,2020-03-07
32,NV,NV,29820,Las Vegas-Henderson-Paradise,0,0.0,2020-03-07
33,NH,NH-VT,17200,Claremont-Lebanon,1,0.0,2020-03-07
34,NJ,NJ-NY-PA,35620,New York-Newark-Jersey City,36,0.0,2020-03-07
36,NY,NY,10580,Albany-Schenectady-Troy,2,0.0,2020-03-07
37,NC,NC,39580,Raleigh,0,0.0,2020-03-07
37,NC,NC,20500,Durham-Chapel Hill,0,0.0,2020-03-07
40,OK,OK,46140,Tulsa,0,0.0,2020-03-07
41,OR,OR-WA,38900,Portland-Vancouver-Hillsboro,1,0.0,2020-03-07
41,OR,OR,32780,Medford,2,0.0,2020-03-07
41,OR,OR,28900,Klamath Falls,1,0.0,2020-03-07
45,SC,SC,16700,Charleston-North Charleston,0,0.0,2020-03-07
47,TN,TN,34980,Nashville-Davidson--Murfreesboro--Franklin,0,0.0,2020-03-07
48,TX,TX,41700,San Antonio-New Braunfels,0,0.0,2020-03-07
48,TX,TX,26420,Houston-The Woodlands-Sugar Land,0,0.0,2020-03-07
49,UT,UT,36260,Ogden-Clearfield,0,0.0,2020-03-07
49,UT,UT,41100,St. George,0,0.0,2020-03-07
49,UT,UT,41620,Salt Lake City,0,0.0,2020-03-07
50,VT,VT,13540,Bennington,1,0.0,2020-03-07
53,WA,WA,42660,Seattle-Tacoma-Bellevue,23,4.0,2020-03-07
53,WA,WA,44060,Spokane-Spokane Valley,0,0.0,2020-03-07
53,WA,WA,21260,Ellensburg,1,0.0,2020-03-07
53,WA,WA,47460,Walla Walla,0,0.0,2020-03-07
4,AZ,AZ,38060,Phoenix-Mesa-Scottsdale,0,0.0,2020-03-08
5,AR,AR-MS-TN,32820,Memphis,1,0.0,2020-03-08
6,CA,CA,41860,San Francisco-Oakland-Hayward,5,0.0,2020-03-08
6,CA,CA,42100,Santa Cruz-Watsonville,0,0.0,2020-03-08
6,CA,CA,41940,San Jose-Sunnyvale-Santa Clara,5,0.0,2020-03-08
6,CA,CA,40900,Sacramento--Roseville--Arden-Arcade,2,0.0,2020-03-08
6,CA,CA,40140,Riverside-San Bernardino-Ontario,0,0.0,2020-03-08
6,CA,CA,42220,Santa Rosa,0,0.0,2020-03-08
6,CA,CA,41740,San Diego-Carlsbad,0,0.0,2020-03-08
6,CA,CA,31080,Los Angeles-Long Beach-Anaheim,0,0.0,2020-03-08
6,CA,CA,31460,Madera,0,0.0,2020-03-08
6,CA,CA,46700,Vallejo-Fairfield,0,0.0,2020-03-08
6,CA,CA,34900,Napa,0,0.0,2020-03-08
6,CA,CA,23420,Fresno,0,0.0,2020-03-08
6,CA,CA,21700,Eureka-Arcata-Fortuna,0,0.0,2020-03-08
8,CO,CO,19740,Denver-Aurora-Lakewood,0,0.0,2020-03-08
8,CO,CO,17820,Colorado Springs,0,0.0,2020-03-08
8,CO,CO,20780,Edwards,0,0.0,2020-03-08
9,CT,CT-MA,49340,Worcester,1,0.0,2020-03-08
9,CT,CT,14860,Bridgeport-Stamford-Norwalk,1,0.0,2020-03-08
10,DE,DE-NJ-PA-MD,37980,Philadelphia-Camden-Wilmington,3,0.0,2020-03-08
11,DC,DC-VA-MD-WV,47900,Washington-Arlington-Alexandria,3,0.0,2020-03-08
12,FL,FL,33100,Miami-Fort Lauderdale-West Palm Beach,1,0.0,2020-03-08
12,FL,FL,19660,Deltona-Daytona Beach-Ormond Beach,0,0.0,2020-03-08
12,FL,FL,45300,Tampa-St. Petersburg-Clearwater,0,0.0,2020-03-08
12,FL,FL,18880,Crestview-Fort Walton Beach-Destin,0,0.0,2020-03-08
12,FL,FL,39460,Punta Gorda,0,0.0,2020-03-08
12,FL,FL,37860,Pensacola-Ferry Pass-Brent,0,0.0,2020-03-08
12,FL,FL,35840,North Port-Sarasota-Bradenton,0,0.0,2020-03-08
12,FL,FL,15980,Cape Coral-Fort Myers,0,0.0,2020-03-08
13,GA,GA,12060,Atlanta-Sandy Springs-Roswell,4,0.0,2020-03-08
13,GA,GA,16340,Cedartown,0,0.0,2020-03-08
15,HI,HI,46520,Urban Honolulu,1,0.0,2020-03-08
17,IL,IL-MO,41180,St. Louis,0,0.0,2020-03-08
17,IL,IL-IN-WI,16980,Chicago-Naperville-Elgin,1,0.0,2020-03-08
18,IN,IN-KY,31140,Louisville/Jefferson County,2,0.0,2020-03-08
18,IN,IN,31500,Madison,0,0.0,2020-03-08
18,IN,IN,26900,Indianapolis-Carmel-Anderson,1,0.0,2020-03-08
19,IA,IA-NE,36540,Omaha-Council Bluffs,2,0.0,2020-03-08
19,IA,IA,26980,Iowa City,3,0.0,2020-03-08
20,KS,KS-MO,28140,Kansas City,0,0.0,2020-03-08
21,KY,KY,30460,Lexington-Fayette,1,0.0,2020-03-08
24,MD,MD,12580,Baltimore-Columbia-Towson,1,0.0,2020-03-08
25,MA,MA-NH,14460,Boston-Cambridge-Newton,14,0.0,2020-03-08
25,MA,MA,38340,Pittsfield,0,0.0,2020-03-08
27,MN,MN-WI,33460,Minneapolis-St. Paul-Bloomington,1,0.0,2020-03-08
29,MO,MO,17860,Columbia,3,0.0,2020-03-08
32,NV,NV,39900,Reno,1,0.0,2020-03-08
32,NV,NV,29820,Las Vegas-Henderson-Paradise,1,0.0,2020-03-08
33,NH,NH-VT,17200,Claremont-Lebanon,0,0.0,2020-03-08
34,NJ,NJ-NY-PA,35620,New York-Newark-Jersey City,16,0.0,2020-03-08
36,NY,NY,10580,Albany-Schenectady-Troy,0,0.0,2020-03-08
36,NY,NY,28740,Kingston,1,0.0,2020-03-08
37,NC,NC,39580,Raleigh,0,0.0,2020-03-08
37,NC,NC,20500,Durham-Chapel Hill,0,0.0,2020-03-08
39,OH,OH,41400,Salem,1,0.0,2020-03-08
40,OK,OK,46140,Tulsa,0,0.0,2020-03-08
41,OR,OR,40700,Roseburg,1,0.0,2020-03-08
41,OR,OR-WA,38900,Portland-Vancouver-Hillsboro,5,0.0,2020-03-08
41,OR,OR,32780,Medford,0,0.0,2020-03-08
41,OR,OR,28900,Klamath Falls,0,0.0,2020-03-08
45,SC,SC,16700,Charleston-North Charleston,0,0.0,2020-03-08
45,SC,SC,43900,Spartanburg,1,0.0,2020-03-08
47,TN,TN,34980,Nashville-Davidson--Murfreesboro--Franklin,1,0.0,2020-03-08
48,TX,TX,41700,San Antonio-New Braunfels,0,0.0,2020-03-08
48,TX,TX,26420,Houston-The Woodlands-Sugar Land,4,0.0,2020-03-08
49,UT,UT,36260,Ogden-Clearfield,0,0.0,2020-03-08
49,UT,UT,41620,Salt Lake City,0,0.0,2020-03-08
49,UT,UT,41100,St. George,0,0.0,2020-03-08
50,VT,VT,13540,Bennington,0,0.0,2020-03-08
53,WA,WA,47460,Walla Walla,0,0.0,2020-03-08
53,WA,WA,42660,Seattle-Tacoma-Bellevue,30,2.0,2020-03-08
53,WA,WA,14740,Bremerton-Silverdale,1,0.0,2020-03-08
53,WA,WA,21260,Ellensburg,0,0.0,2020-03-08
53,WA,WA,44060,Spokane-Spokane Valley,0,0.0,2020-03-08
4,AZ,AZ,38060,Phoenix-Mesa-Scottsdale,0,0.0,2020-03-09
4,AZ,AZ,46060,Tucson,1,0.0,2020-03-09
5,AR,AR-MS-TN,32820,Memphis,0,0.0,2020-03-09
6,CA,CA,40900,Sacramento--Roseville--Arden-Arcade,6,0.0,2020-03-09
6,CA,CA,40140,Riverside-San Bernardino-Ontario,3,0.0,2020-03-09
6,CA,CA,42100,Santa Cruz-Watsonville,1,0.0,2020-03-09
6,CA,CA,42220,Santa Rosa,0,0.0,2020-03-09
6,CA,CA,41940,San Jose-Sunnyvale-Santa Clara,6,1.0,2020-03-09
6,CA,CA,41860,San Francisco-Oakland-Hayward,35,0.0,2020-03-09
6,CA,CA,46700,Vallejo-Fairfield,0,0.0,2020-03-09
6,CA,CA,39820,Redding,1,0.0,2020-03-09
6,CA,CA,31080,Los Angeles-Long Beach-Anaheim,7,0.0,2020-03-09
6,CA,CA,31460,Madera,0,0.0,2020-03-09
6,CA,CA,23420,Fresno,0,0.0,2020-03-09
6,CA,CA,34900,Napa,0,0.0,2020-03-09
6,CA,CA,41740,San Diego-Carlsbad,1,0.0,2020-03-09
6,CA,CA,21700,Eureka-Arcata-Fortuna,0,0.0,2020-03-09
8,CO,CO,19740,Denver-Aurora-Lakewood,2,0.0,2020-03-09
8,CO,CO,17820,Colorado Springs,0,0.0,2020-03-09
8,CO,CO,22660,Fort Collins,1,0.0,2020-03-09
8,CO,CO,20780,Edwards,1,0.0,2020-03-09
9,CT,CT-MA,49340,Worcester,0,0.0,2020-03-09
9,CT,CT,14860,Bridgeport-Stamford-Norwalk,1,0.0,2020-03-09
10,DE,DE-NJ-PA-MD,37980,Philadelphia-Camden-Wilmington,3,0.0,2020-03-09
11,DC,DC-VA-MD-WV,47900,Washington-Arlington-Alexandria,8,0.0,2020-03-09
12,FL,FL,33100,Miami-Fort Lauderdale-West Palm Beach,0,0.0,2020-03-09
12,FL,FL,19660,Deltona-Daytona Beach-Ormond Beach,1,0.0,2020-03-09
12,FL,FL,18880,Crestview-Fort Walton Beach-Destin,0,0.0,2020-03-09
12,FL,FL,45300,Tampa-St. Petersburg-Clearwater,0,0.0,2020-03-09
12,FL,FL,35840,North Port-Sarasota-Bradenton,0,0.0,2020-03-09
12,FL,FL,37860,Pensacola-Ferry Pass-Brent,0,0.0,2020-03-09
12,FL,FL,15980,Cape Coral-Fort Myers,0,0.0,2020-03-09
12,FL,FL,39460,Punta Gorda,0,0.0,2020-03-09
13,GA,GA,16340,Cedartown,0,0.0,2020-03-09
13,GA,GA,12060,Atlanta-Sandy Springs-Roswell,5,0.0,2020-03-09
13,GA,GA,40660,Rome,1,0.0,2020-03-09
15,HI,HI,46520,Urban Honolulu,0,0.0,2020-03-09
17,IL,IL-MO,41180,St. Louis,0,0.0,2020-03-09
17,IL,IL-IN-WI,16980,Chicago-Naperville-Elgin,4,0.0,2020-03-09
18,IN,IN-KY,31140,Louisville/Jefferson County,0,0.0,2020-03-09
18,IN,IN,26900,Indianapolis-Carmel-Anderson,1,0.0,2020-03-09
18,IN,IN,31500,Madison,0,0.0,2020-03-09
18,IN,IN,28340,Kendallville,1,0.0,2020-03-09
19,IA,IA-NE,36540,Omaha-Council Bluffs,1,0.0,2020-03-09
19,IA,IA,26980,Iowa City,4,0.0,2020-03-09
20,KS,KS-MO,28140,Kansas City,0,0.0,2020-03-09
21,KY,KY,30460,Lexington-Fayette,1,0.0,2020-03-09
22,LA,LA,35380,New Orleans-Metairie,1,0.0,2020-03-09
24,MD,MD,12580,Baltimore-Columbia-Towson,0,0.0,2020-03-09
25,MA,MA,38340,Pittsfield,4,0.0,2020-03-09
25,MA,MA-NH,14460,Boston-Cambridge-Newton,9,0.0,2020-03-09
27,MN,MN-WI,33460,Minneapolis-St. Paul-Bloomington,1,0.0,2020-03-09
29,MO,MO,17860,Columbia,1,0.0,2020-03-09
32,NV,NV,39900,Reno,0,0.0,2020-03-09
32,NV,NV,29820,Las Vegas-Henderson-Paradise,0,0.0,2020-03-09
33,NH,NH-VT,17200,Claremont-Lebanon,0,0.0,2020-03-09
34,NJ,NJ-NY-PA,35620,New York-Newark-Jersey City,35,0.0,2020-03-09
36,NY,NY,10580,Albany-Schenectady-Troy,0,0.0,2020-03-09
36,NY,NY,28740,Kingston,0,0.0,2020-03-09
37,NC,NC,20500,Durham-Chapel Hill,0,0.0,2020-03-09
37,NC,NC,39580,Raleigh,5,0.0,2020-03-09
39,OH,OH,17460,Cleveland-Elyria,3,0.0,2020-03-09
39,OH,OH,41400,Salem,0,0.0,2020-03-09
40,OK,OK,46140,Tulsa,0,0.0,2020-03-09
41,OR,OR,32780,Medford,0,0.0,2020-03-09
41,OR,OR,28900,Klamath Falls,0,0.0,2020-03-09
41,OR,OR-WA,38900,Portland-Vancouver-Hillsboro,0,0.0,2020-03-09
41,OR,OR,40700,Roseburg,0,0.0,2020-03-09
42,PA,PA,20700,East Stroudsburg,1,0.0,2020-03-09
45,SC,SC,16700,Charleston-North Charleston,0,0.0,2020-03-09
45,SC,SC,43900,Spartanburg,0,0.0,2020-03-09
47,TN,TN,34980,Nashville-Davidson--Murfreesboro--Franklin,1,0.0,2020-03-09
48,TX,TX,26420,Houston-The Woodlands-Sugar Land,0,0.0,2020-03-09
48,TX,TX,41700,San Antonio-New Braunfels,0,0.0,2020-03-09
48,TX,TX,19100,Dallas-Fort Worth-Arlington,1,0.0,2020-03-09
49,UT,UT,36260,Ogden-Clearfield,0,0.0,2020-03-09
49,UT,UT,41620,Salt Lake City,0,0.0,2020-03-09
49,UT,UT,41100,St. George,0,0.0,2020-03-09
50,VT,VT,13540,Bennington,0,0.0,2020-03-09
53,WA,WA,47460,Walla Walla,0,0.0,2020-03-09
53,WA,WA,44060,Spokane-Spokane Valley,0,0.0,2020-03-09
53,WA,WA,21260,Ellensburg,0,0.0,2020-03-09
53,WA,WA,14740,Bremerton-Silverdale,0,0.0,2020-03-09
53,WA,WA,42660,Seattle-Tacoma-Bellevue,38,3.0,2020-03-09
1,AL,AL,19460,Decatur,1,0.0,2020-03-10
4,AZ,AZ,46060,Tucson,0,0.0,2020-03-10
4,AZ,AZ,38060,Phoenix-Mesa-Scottsdale,0,0.0,2020-03-10
5,AR,AR-MS-TN,32820,Memphis,0,0.0,2020-03-10
6,CA,CA,42220,Santa Rosa,0,0.0,2020-03-10
6,CA,CA,44700,Stockton-Lodi,1,0.0,2020-03-10
6,CA,CA,41860,San Francisco-Oakland-Hayward,2,0.0,2020-03-10
6,CA,CA,46700,Vallejo-Fairfield,0,0.0,2020-03-10
6,CA,CA,42100,Santa Cruz-Watsonville,0,0.0,2020-03-10
6,CA,CA,41940,San Jose-Sunnyvale-Santa Clara,2,0.0,2020-03-10
6,CA,CA,41740,San Diego-Carlsbad,0,0.0,2020-03-10
6,CA,CA,40900,Sacramento--Roseville--Arden-Arcade,0,1.0,2020-03-10
6,CA,CA,21700,Eureka-Arcata-Fortuna,0,0.0,2020-03-10
6,CA,CA,23420,Fresno,0,0.0,2020-03-10
6,CA,CA,40140,Riverside-San Bernardino-Ontario,0,0.0,2020-03-10
6,CA,CA,39820,Redding,0,0.0,2020-03-10
6,CA,CA,37100,Oxnard-Thousand Oaks-Ventura,1,0.0,2020-03-10
6,CA,CA,31080,Los Angeles-Long Beach-Anaheim,1,0.0,2020-03-10
6,CA,CA,31460,Madera,0,0.0,2020-03-10
6,CA,CA,34900,Napa,0,0.0,2020-03-10
8,CO,CO,17820,Colorado Springs,0,0.0,2020-03-10
8,CO,CO,20780,Edwards,1,0.0,2020-03-10
8,CO,CO,19740,Denver-Aurora-Lakewood,3,0.0,2020-03-10
8,CO,CO,22660,Fort Collins,0,0.0,2020-03-10
9,CT,CT,14860,Bridgeport-Stamford-Norwalk,0,0.0,2020-03-10
9,CT,CT-MA,49340,Worcester,0,0.0,2020-03-10
10,DE,DE-NJ-PA-MD,37980,Philadelphia-Camden-Wilmington,5,0.0,2020-03-10
11,DC,DC-VA-MD-WV,47900,Washington-Arlington-Alexandria,5,0.0,2020-03-10
12,FL,FL,19660,Deltona-Daytona Beach-Ormond Beach,0,0.0,2020-03-10
12,FL,FL,23540,Gainesville,1,0.0,2020-03-10
12,FL,FL,27260,Jacksonville,1,0.0,2020-03-10
12,FL,FL,45300,Tampa-St. Petersburg-Clearwater,3,0.0,2020-03-10
12,FL,FL,37860,Pensacola-Ferry Pass-Brent,0,0.0,2020-03-10
12,FL,FL,34940,Naples-Immokalee-Marco Island,3,0.0,2020-03-10
